Sales_ID,Name,Year,Selling_price,km_driven,Region,State or Province,City,Fuel,Seller_type,Transmission,Owner,Mileage,Engine,Max_power,Torque,Seats,Sold
3861,Maruti Swift Dzire VDi,2010,225000,120000,Central,Texas,Waxahachie,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,N
5736,Tata Indica Vista Quadrajet VX Tech,2014,225000,120000,Central,Texas,Huntsville,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,N
179,Maruti Ritz VDi,2010,220000,120000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,Y
569,Hyundai i20 1.4 CRDi Asta,2011,220000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,Y
785,Mahindra Scorpio 2.6 SPORTZ CRDe,2006,220000,120000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,Y
3698,Maruti Ritz VDi,2010,217000,120000,East,Maryland,Aspen Hill,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,N
4366,Maruti Ritz VDi,2010,217000,120000,Central,Texas,El Paso,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,N
1422,Hyundai i20 1.4 CRDi Asta,2010,215000,120000,South,Florida,Jacksonville,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,Y
2121,Maruti Swift Dzire LDi,2010,215000,120000,Central,Illinois,Peoria,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,N
4502,Ford Figo Diesel LXI,2011,215000,120000,Central,Michigan,Southgate,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
1839,Tata Manza Aura (ABS) Quadrajet BS IV,2010,210000,120000,Central,Texas,Pasadena,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,Y
3010,Tata Indica Vista TDI LX,2011,210000,120000,West,Oregon,Woodburn,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,N
6217,Tata Manza Aura (ABS) Quadrajet BS IV,2010,210000,120000,East,Vermont,Bennington,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,N
7155,Skoda Octavia Rider 1.9 AT TDI,2008,210000,120000,Central,Illinois,Buffalo Grove,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5,N
888,Tata Indigo CS LX (TDI) BS III,2012,204999,120000,East,New York,New York City,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,Y
896,Tata Indigo CS LX (TDI) BS III,2012,204999,120000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,Y
2040,Nissan Micra Diesel XV Premium,2012,204999,120000,South,Tennessee,Hendersonville,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5,Y
695,Mahindra Xylo D2 BS IV,2011,200000,120000,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,Y
879,Tata Indigo CS LX (TDI) BS-III,2013,200000,120000,West,Washington,Seattle,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,Y
2393,Tata Indica Vista TDI LX,2014,200000,120000,South,Virginia,Oakton,Diesel,Individual,Manual,Second Owner,19.1 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,N
2513,Ford Figo Diesel EXI,2010,200000,120000,East,New York,Smithtown,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
3821,Tata Indica Vista TDI LX,2013,200000,120000,West,Arizona,Phoenix,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,N
3922,Mahindra Verito 1.5 D2 BSIV,2011,200000,120000,West,California,Long Beach,Diesel,Individual,Manual,Third Owner,21.0 kmpl,1461 CC,64.1 bhp,160Nm@ 2000rpm,5,N
5239,Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,Central,Michigan,Kentwood,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2956 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,N
5651,Tata Indigo CS LX (TDI) BS-III,2013,200000,120000,Central,Illinois,Glendale Heights,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,N
6795,Tata Indigo eCS LX BSIV,2012,200000,120000,West,Oregon,Albany,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,N
7114,Maruti Ritz VDi,2009,200000,120000,Central,Iowa,Mason City,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,N
7440,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,200000,120000,Central,Illinois,Oak Park,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7,N
5348,Hyundai Verna Transform VGT CRDi,2010,195000,120000,Central,Minnesota,Prior Lake,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5,N
1228,Mahindra Bolero DI,2008,190000,120000,Central,Wisconsin,Brookfield,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,Y
8017,Tata Indica Vista Quadrajet VX,2013,190000,120000,Central,Texas,Conroe,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,N
5317,Hyundai Verna CRDi,2007,185000,120000,Central,Michigan,Madison Heights,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,N
606,Tata Manza Aura Plus Quadrajet,2009,180000,120000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,Y
984,Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,180000,120000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second Owner,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,Y
2564,Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,Central,Michigan,Southgate,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5,N
3132,Mahindra Xylo D2,2011,180000,120000,Central,Oklahoma,Enid,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,N
6668,Chevrolet Beat Diesel LT,2012,180000,120000,East,Maine,Waterville,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5,N
790,Tata Indigo CS LS (TDI) BS III,2013,175000,120000,West,Washington,Seattle,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,Y
1025,Tata Indica V2 DLG TC,2008,175000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5,Y
4608,Ford Figo Diesel Titanium,2012,175000,120000,South,Florida,Fort Lauderdale,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
7311,Maruti Swift Ldi BSIII,2008,175000,120000,South,South Carolina,Rock Hill,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5,N
342,Maruti Swift Ldi BSIII,2008,170000,120000,South,Florida,Miami,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5,Y
3021,Hyundai Verna CRDi,2007,170000,120000,South,Virginia,Tysons Corner,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,N
3229,Tata Indigo CS LS (TDI) BS III,2012,170000,120000,West,Washington,Burien,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,N
4193,Mahindra Bolero 2011-2019 Camper,2006,170000,120000,East,Massachusetts,Holden,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2523 CC,83 bhp,176Nm@ 1500rpm,7,N
6956,Tata Indica V2 DLS BSIII,2013,170000,120000,West,Washington,Tacoma,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1405 CC,48.21 bhp,85Nm@ 2500rpm,5,N
5165,Mitsubishi Lancer 2.0 GLd,2008,165000,120000,East,Ohio,Whitehall,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5,N
2017,Mahindra Xylo E8,2009,161000,120000,South,Florida,Port Charlotte,Diesel,Individual,Manual,Third Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,Y
174,Ford Figo Diesel LXI,2011,160000,120000,Central,Texas,Houston,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,Y
736,Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,160000,120000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,9,Y
4888,Tata Indica V2 eLX,2014,160000,120000,Central,Illinois,Saint Charles,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,N
3032,Maruti Ritz VDi,2009,155000,120000,Central,Wisconsin,New Berlin,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,N
875,Tata Manza Aqua Quadrajet BS IV,2010,150000,120000,East,Massachusetts,Boston,Diesel,Individual,Manual,Second Owner,21.12 kmpl,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,Y
1355,Tata New Safari DICOR 2.2 EX 4x2,2008,150000,120000,East,New York,Holbrook,Diesel,Individual,Manual,Fourth & Above Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,Y
3641,Tata Indigo CS eLX BS IV,2011,150000,120000,West,Colorado,Denver,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,N
4488,Tata Indigo LX,2007,150000,120000,Central,Minnesota,Moorhead,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,N
4972,Tata Sumo CX 9 Seater,2008,150000,120000,West,Washington,Anacortes,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",9,N
6032,Ford Fiesta 1.4 TDCi EXI,2005,150000,120000,South,Tennessee,Spring Hill,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,N
6312,Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,120000,East,New York,Cohoes,Diesel,Individual,Manual,Second Owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5,N
6669,Tata Indica Vista TDI LS,2011,150000,120000,East,Vermont,Bennington,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,N
6982,Hyundai Verna CRDi SX ABS,2008,150000,120000,Central,Michigan,Rochester Hills,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,N
7667,Tata Sumo CX 9 Seater,2008,150000,120000,Central,Michigan,Warren,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",9,N
5553,Hyundai Accent VIVA CRDi,2003,145000,120000,Central,Illinois,Bolingbrook,Diesel,Individual,Manual,Fourth & Above Owner,13.1 kmpl,1493 CC,82 bhp,187Nm@ 2500rpm,5,N
3440,Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,South,Louisiana,Baton Rouge,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5,N
4039,Tata Indigo CS LS (TDI) BS III,2009,140000,120000,South,South Carolina,Myrtle Beach,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,N
4890,Tata Indigo CS LX (TDI) BS III,2008,140000,120000,Central,Illinois,Saint Charles,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,N
5652,Mahindra Verito 1.5 D2 BSIV,2012,140000,120000,Central,Illinois,Glendale Heights,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5,N
675,Tata Indica V2 Turbomax DLS BS IV,2012,135000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5,Y
3659,Ford Figo Diesel LXI,2011,135000,120000,East,Massachusetts,Stoneham,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
4878,Tata Venture LX 7 Str,2013,135000,120000,East,Massachusetts,South Boston,Diesel,Individual,Manual,Third Owner,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7,N
5236,Hyundai Verna CRDi SX,2006,135000,120000,Central,Michigan,Lansing,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,N
3754,Tata Indigo LX,2010,130000,120000,West,New Mexico,Roswell,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,N
2861,Mahindra Renault Logan 1.5 DLE Diesel,2009,125000,120000,East,Maryland,Potomac,Diesel,Individual,Manual,Third Owner,19.2 kmpl,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5,N
2873,Tata Indica Vista Aqua 1.4 TDI,2010,125000,120000,East,Ohio,Wooster,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5,N
4156,Tata Indica Vista Quadrajet LS,2012,125000,120000,South,North Carolina,Raleigh,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,N
6862,Mahindra Scorpio 2.6 DX,2003,125000,120000,Central,Indiana,Crown Point,Diesel,Individual,Manual,Third Owner,12.7 kmpl,2609 CC,116.6 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",8,N
1614,Tata Indica Vista Quadrajet LS,2013,120000,120000,East,Ohio,Hilliard,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5,Y
1695,Hyundai Verna CRDi,2008,120000,120000,East,Pennsylvania,Hanover,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,Y
3970,Hyundai Verna CRDi,2008,120000,120000,Central,Texas,Lake Jackson,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,N
6427,Tata Indica Vista Aqua 1.4 TDI,2009,120000,120000,Central,Texas,Austin,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5,N
4041,Tata Indigo CS LS (TDI) BS III,2009,114999,120000,South,South Carolina,Myrtle Beach,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,N
2198,Tata Indica Vista TDI LS,2011,110000,120000,Central,Kansas,Overland Park,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,N
5786,Skoda Octavia Ambiente 1.9 TDI MT,2007,110000,120000,Central,Texas,Sulphur Springs,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5,N
7169,Tata Indigo VS,2012,110000,120000,South,Florida,Hialeah,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1405 CC,70 bhp,13.5@ 2500(kgm@ rpm),5,N
3211,Tata Indica Vista Terra Quadrajet 1.3L,2010,105000,120000,Central,Kansas,Leawood,Diesel,Individual,Manual,Second Owner,18.0 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5,N
994,Tata Indigo LS BSII,2006,100000,120000,East,New York,New York City,Diesel,Individual,Manual,Third Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,Y
5166,Tata Spacio Gold-10/6 Str BSII,2007,100000,120000,East,Ohio,Whitehall,Diesel,Individual,Manual,Third Owner,14.6 kmpl,2956 CC,63 bhp,"18@ 1,600-2,200(kgm@ rpm)",10,N
5763,Tata Indigo CS LE (TDI) BS-III,2008,100000,120000,West,California,Encinitas,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,N
8027,Tata Indigo CS LX (TDI) BS III,2008,100000,120000,South,North Carolina,Garner,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5,N
4215,Tata Sumo SE,2002,96000,120000,Central,Missouri,Ozark,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,83.1 bhp,250Nm@ 1600-2000rpm,7,N
4113,Tata Sumo SE Plus BSII,2000,95000,120000,Central,Illinois,Carol Stream,Diesel,Individual,Manual,Fourth & Above Owner,12.2 kmpl,1948 CC,68 bhp,12@ 2500(kgm@ rpm),10,N
7116,Tata New Safari 4X4 EXI BSIII,2007,95000,120000,Central,Iowa,Marshalltown,Diesel,Individual,Manual,Second Owner,12.0 kmpl,2092 CC,127 bhp,"20@ 3,750(kgm@ rpm)",7,N
3325,Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,East,Pennsylvania,West Mifflin,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,N
4375,Tata Indigo LS,2005,90000,120000,West,Washington,Bothell,Diesel,Individual,Manual,Fourth & Above Owner,16.1 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,N
746,Tata Indica V2 DLX TC,2006,85000,120000,East,Massachusetts,Boston,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5,Y
952,Maruti Zen D,2003,85000,120000,West,California,Los Angeles,Diesel,Individual,Manual,Third Owner,20.8 kmpl,1527 CC,58 bhp,789Nm@ 2250rpm,5,Y
5347,Tata Indigo LX,2008,85000,120000,East,Ohio,Shaker Heights,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,N
5598,Tata Indica V2 DLS TC,2004,85000,120000,South,Tennessee,Bristol,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,N
7532,Tata Indica V2 DLE BSIII,2007,65000,120000,Central,Indiana,Mishawaka,Diesel,Individual,Manual,Third Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,N
8021,Tata Indica V2 DLS,2007,65000,120000,Central,Texas,Coppell,Diesel,Individual,Manual,Third Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5,N
8018,Tata Indica V2 2001-2011 DLS BSIII,2008,60000,120000,Central,Texas,Coppell,Diesel,Individual,Manual,Fourth & Above Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,N
5871,Tata Indica V2 DiCOR DLG BS-III,2008,50000,120000,South,Florida,Port Charlotte,Diesel,Individual,Manual,Third Owner,17.5 kmpl,1396 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5,N
483,Hyundai Verna 1.6 CRDi S,2015,560000,119000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,Y
7522,Chevrolet Optra Magnum 2.0 LT,2011,300000,119000,Central,Michigan,Adrian,Diesel,Individual,Manual,Second Owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5,N
1555,Mahindra Xylo D2 BSIV,2012,250000,119000,West,California,Redwood City,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,Y
8125,Hyundai Verna CRDi SX,2007,135000,119000,Central,Texas,Port Arthur,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5,N
7645,Maruti Ritz VDi,2011,350000,118000,East,Maryland,Dundalk,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,N
1644,Hyundai Grand i10 CRDi Asta Option,2013,270000,118000,West,Washington,Marysville,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,Y
5009,Tata Safari DICOR 2.2 EX 4x2,2012,250000,118000,West,California,Twentynine Palms,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7,N
3323,Tata Indica V2 DLS TC,2009,90000,118000,East,New Hampshire,Dover,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,N
1365,Mahindra Ssangyong Rexton RX7,2013,800000,117000,Central,Minnesota,Burnsville,Diesel,Dealer,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7,Y
4742,Mahindra Ssangyong Rexton RX7,2013,800000,117000,East,Massachusetts,Falmouth,Diesel,Dealer,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7,N
4390,Hyundai Verna 1.6 SX,2014,700000,117000,West,Washington,Auburn,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,N
2557,Mahindra XUV500 W4,2014,649000,117000,Central,Nebraska,Papillion,Diesel,Individual,Manual,Third Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,N
7400,Maruti Swift Ldi BSIV,2009,279000,117000,East,Massachusetts,Framingham,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5,N
1938,Mahindra Xylo D4 BSIII,2012,250000,117000,East,New York,Yonkers,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8,Y
5802,Fiat Grande Punto 1.3 Emotion (Diesel),2011,220000,117000,Central,Oklahoma,Midwest City,Diesel,Individual,Manual,Second Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5,N
1755,Hyundai i20 1.4 CRDi Sportz,2011,350000,116500,Central,Indiana,Bloomington,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,Y
5149,Hyundai i20 1.4 CRDi Sportz,2011,350000,116500,West,California,Pomona,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,N
599,Honda Amaze VX i-DTEC,2013,500000,116104,East,New York,New York City,Diesel,Dealer,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,Y
7429,Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Central,Illinois,East Saint Louis,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5,N
7589,Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Central,Nebraska,Lincoln,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5,N
7504,Renault Duster 110PS Diesel RxL,2014,600000,116000,East,Ohio,Fairborn,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,N
6193,Maruti Swift Dzire VDI,2013,525000,116000,Central,Illinois,Oak Forest,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,N
7297,Skoda Octavia Ambiente 1.9 TDI,2010,355000,116000,Central,Illinois,Saint Charles,Diesel,Individual,Manual,First Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5,N
2871,Mahindra Xylo E4,2011,240000,116000,South,Virginia,Fairfax,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,7,N
2435,Mahindra Scorpio LX,2013,500000,115717,West,Arizona,Surprise,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9,N
1493,Maruti Swift Dzire LDI,2015,420000,115000,Central,Illinois,Tinley Park,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5,Y
3318,Maruti SX4 ZDI Leather,2011,350000,115000,East,Massachusetts,Somerset,Diesel,Individual,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5,N
4116,Ford Ikon 1.4 TDCi DuraTorq,2009,160000,115000,Central,Illinois,Carol Stream,Diesel,Individual,Manual,Second Owner,13.8 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5,N
1008,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015,1325000,114368,Central,Texas,Houston,Diesel,Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,Y
3820,Ford Fiesta 1.4 Duratorq ZXI,2006,180000,114321,West,Arizona,Phoenix,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,N
7346,Mahindra Xylo D4,2018,650000,114000,South,Virginia,Winchester,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7,N
3481,Renault Duster 110PS Diesel RxZ,2014,600000,114000,South,Mississippi,Biloxi,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,N
